Category,Location,Purchase Date,Purchase Cost,Model Name,Manufacturer,Serial,Asset Tag,Checkout Type,Checkout Location,Notes,Status
Алкотестер,ГБР 5,22.07.2020,,Динго Е-010,Динго,,it_12346043,location,ГБР 5,Для ГБР 5,Доступные
Алкотестер,ГБР 6,22.07.2020,,Динго Е-010,Динго,,it_12346044,location,ГБР 6,Для ГБР 6,Доступные
Алкотестер,ГБР 7,22.07.2020,,Динго Е-010,Динго,,it_12346045,location,ГБР 7,Для ГБР 7,Доступные
Алкотестер,ГБР 8,22.07.2020,,Динго Е-010,Динго,,it_12346046,location,ГБР 8,Для ГБР 8,Доступные
Алкотестер,ГБР 9,31.08.2020,10000.0,Динго Е-010,Динго,,it_12346027,location,ГБР 9,новый,Доступные
Алкотестер,ОД (оперативный дежурный),29.11.2018,,Динго Е-010,Динго,,it_APIAV0184,location,ОД (оперативный дежурный),,Доступные
Алкотестер,ОТП Инкассация,08.09.2020,,Динго Е-010,Динго,APJCR0076,it_12346024,location,ОТП Инкассация,,Доступные
Алкотестер,РАПО Стройка,20.05.2020,11000.0,Динго Е-010,Динго,,it_12346088,location,РАПО Стройка,,Доступные
Алкотестер,ТСЖ 4 солнца,17.03.2020,10000.0,Динго Е-010,Динго,,it_12346118,location,ТСЖ 4 солнца,,Доступные
Антенна усилитель 3g\4g,Поклонка Плейс Клининг,08.10.2018,8000.0,Petra BB UNIBOX,Petra,0104520107,it_12346540,location,Поклонка Плейс Клининг,"в комплекте:
модем huawei e3372
сим-карта yota
микротик haP mini lite
192.168.21.1
vpn_poklonka",Доступные
Антенна усилитель 3g\4g,ТСЖ 4 солнца,09.11.2017,,Petra BB UNIBOX,Petra,0104491400,it_12346339,location,ТСЖ 4 солнца,"13976842 старая инвентарка
Установил yota 14,10,20",Доступные
Бесперебойник,ОД (оперативный дежурный),24.12.2018,,АРС,АРС,,it_12346440,location,ОД (оперативный дежурный),,Доступные
Вундервафля,ГБР 2,04.02.2020,,Velmoga edition,Легис,GBR10,it_12346154,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.14.1
HiWatch ds-l114 - 192.168.14.6
Huawei e3372
sim-karta - yota",Доступные
Вундервафля,ГБР 2,05.02.2020,,Velmoga edition,Легис,GBR14,it_12346144,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.17.1
HiWatch ds-l114 - 192.168.17.6
Huawei e3372
sim-karta - yota",Доступные
Вундервафля,ГБР 2,05.02.2020,,Velmoga edition,Легис,GBR16,it_12346142,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.14.1
HiWatch ds-l114 - 192.168.14.6
Huawei e3372
sim-karta - yota",Доступные
Вундервафля,ГБР 2,05.02.2020,,Velmoga edition,Легис,GBR6,it_12346143,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.15.1
HiWatch ds-l114 - 192.168.15.6
Huawei e3372
sim-karta - yota",Доступные
Вундервафля,ГБР 2,05.02.2020,,Velmoga edition,Легис,ГБР 13,it_12346140,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.16.1
HiWatch ds-l114 - 192.168.16.6
Huawei e3372
sim-karta - yota",Доступные
Вундервафля,ГБР 2,05.02.2020,,Velmoga edition,Легис,ГБР 5,it_12346138,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.18.1
HiWatch ds-l114 - 192.168.18.6
Huawei e3372
sim-karta - yota",Доступные
Вундервафля,ГБР 2,05.02.2020,,Velmoga edition,Легис,ГБР 7,it_12346155,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.11.1
HiWatch ds-l114 - 192.168.11.5
Huawei e3372
sim-karta - yota",Доступные
Вундервафля,ГБР 2,05.02.2020,,Velmoga edition,Легис,ГБР 8,it_12346137,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.13.1
HiWatch ds-l114 - 192.168.13.6
Huawei e3372
sim-karta - yota",Доступные
Вундервафля,ГБР 2,06.02.2020,,Velmoga edition,Легис,ГБР 9,it_12346132,location,ГБР 2,"Состав:
mikrotik mAP RBmAP2nD - 192.168.19.1
HiWatch ds-l114 - 192.168.19.6
Huawei e3372
sim-karta - yota",Доступные
Клавиатура,Гостиница Москва,17.04.2018,,НР,HP,,it_12493003,location,Гостиница Москва,б\у,Доступные
Клавиатура,ОД (оперативный дежурный),11.10.2018,,Genius,Genius,,it_865972030255257,location,ОД (оперативный дежурный),,Доступные
Клавиатура,ОД (оперативный дежурный),11.10.2018,,Genius,Genius,,it_865972030255258,location,ОД (оперативный дежурный),,Доступные
Клавиатура,ОД (оперативный дежурный),11.10.2018,,Logitech,Logitech,,it_865972030255255,location,ОД (оперативный дежурный),,Доступные
Клавиатура,ОД (оперативный дежурный),11.10.2018,,Logitech,Logitech,,it_865972030255256,location,ОД (оперативный дежурный),,Доступные
Клавиатура,ТД ЦВУМ,19.07.2017,,НР,HP,,it_13976723,location,ТД ЦВУМ,,Доступные
Компьютер,Гостиница Москва,15.05.2017,,NoName,Noname,,it_12551295,location,Гостиница Москва,б\у,Доступные
Компьютер,Завод Тойота,16.10.2019,,Системный блок,Легис,СИСТЕМНИК ОТ КЛИЕНТА,it_0,location,Завод Тойота,Anydesk 367060886 пароль sD16aWhx7,Доступные
Компьютер,КХО Балашиха,11.10.2018,,HP Pro3500 Series,HP,RUA330020K,it_13976587,location,КХО Балашиха,"уехал в балашиху
anydesk sD адрес 477427578",Доступные
Компьютер,ОД (оперативный дежурный),11.10.2018,,Asus P5K SE/EPU,Asus,MS1C83BZE404521,it_865972030254987,location,ОД (оперативный дежурный),,Доступные
Компьютер,ОД (оперативный дежурный),11.10.2018,,Asus P8H67-M LX,Asus,0105800653,it_865972030254986,location,ОД (оперативный дежурный),,Доступные
Компьютер,ОД (оперативный дежурный),11.10.2018,,Gigabyte H61M-D2H-USB3,Gigabyte,,it_13976438,location,ОД (оперативный дежурный),,Доступные
Компьютер,ОД (оперативный дежурный),11.10.2018,,Gigabyte H61M-D2H-USB3,Gigabyte,,it_865972030254781,location,ОД (оперативный дежурный),,Доступные
Компьютер,ОД (оперативный дежурный),13.02.2020,,"Asrock b250m-hdv 8gb, 1tb, i3",Asrock,,it_867854031592293,location,ОД (оперативный дежурный),,Доступные
Компьютер,Сердце столицы,04.02.2020,,Asus P5G41T-M LX2/GB,Asus,,it_13976695,location,Сердце столицы,б\у,Доступные
Компьютер,ТД ЦВУМ,19.07.2017,,amd a4 8Gb  250 gb,Asus,,it_13976721,location,ТД ЦВУМ,б\у,Доступные
Монитор,Агрофирма НИВА,11.10.2018,,BENQ 20*,BENQ,,it_13976374,location,Агрофирма НИВА,,Доступные
Монитор,Агрофирма НИВА,11.10.2018,,Samsung 19*,Samsung,,it_13976602,location,Агрофирма НИВА,,Доступные
Монитор,Гостиница Москва,15.05.2017,,NoName,Noname,,it_12493014,location,Гостиница Москва,б\у,Доступные
Монитор,КХО Балашиха,11.10.2018,,BENQ 20*,BENQ,W,it_13976586,location,КХО Балашиха,,Доступные
Монитор,Сердце столицы,20.08.2020,,Samsung 19*,Samsung,,it_13976499,location,Сердце столицы,,Доступные
Монитор,СНГ-1,11.10.2018,,Acer 19*,Acer,,it_13976609,location,СНГ-1,перехал на дачу директора.,Доступные
Монитор,СНГ-1,11.10.2018,,Acer 20*,Acer,,it_13976512,location,СНГ-1,перехал на дачу директора,Доступные
Монитор,СНГ-1,22.11.2018,,Acer 19*,Acer,,it_13976931,location,СНГ-1,уехал на дачу директора по согласованию,Доступные
Монитор,ТД ЦВУМ,19.07.2017,,Acer 19*,Acer,,it_12346218,location,ТД ЦВУМ,б\у,Доступные
Монитор,ТД ЦВУМ,10.08.2017,,NoName,Noname,,it_13976288,location,ТД ЦВУМ,,Доступные
МФУ,Кунцево Плаза,15.05.2017,,HP LaserJet MFP M426dw,HP,,it_13976065,location,Кунцево Плаза,"новый
cf-226x",Доступные
МФУ,Кунцево Плаза,15.05.2017,,KYOCERA FS-1040,Kyocera,,it_12343220,location,Кунцево Плаза,"новый
tk-1110",Доступные
МФУ,Поклонка Плейс МФК,22.05.2020,,kyocera fs1025mfp,Kyocera,,it_12346151,location,Поклонка Плейс МФК,б\у,Доступные
МФУ,Сердце столицы,20.08.2020,20000.0,M2235dn,Kyocera,,it_12346035,location,Сердце столицы,,Доступные
Мышь,Гостиница Москва,28.02.2018,290.0,Logitech b100,Logitech,,it_13977053,location,Гостиница Москва,новая,Доступные
Мышь,Гостиница Москва,28.02.2018,290.0,Logitech b100,Logitech,,it_13977054,location,Гостиница Москва,новая,Доступные
Мышь,Гостиница Москва,17.04.2018,,Logitech b100,Logitech,,it_12495777,location,Гостиница Москва,б\у,Доступные
Мышь,Гостиница Москва,17.04.2018,,Logitech b100,Logitech,,it_12495779,location,Гостиница Москва,б\у,Доступные
Мышь,Гостиница Москва,17.04.2018,,Logitech b100,Logitech,,it_12495803,location,Гостиница Москва,б\у,Доступные
Мышь,Е+К Садовая Плаза,23.10.2020,,Logitech b100,Logitech,,it_12346006,location,Е+К Садовая Плаза,,Доступные
Мышь,Капитолий Беляево,30.09.2019,,Defender,Defender,,it_13976961,location,Капитолий Беляево,,Доступные
Мышь,ОД (оперативный дежурный),11.10.2018,,Genius,Genius,,it_865972030255259,location,ОД (оперативный дежурный),,Доступные
Мышь,ОД (оперативный дежурный),11.10.2018,,Genius,Genius,,it_865972030255260,location,ОД (оперативный дежурный),,Доступные
Мышь,ОД (оперативный дежурный),11.10.2018,,made in china,Noname,,it_865972030255261,location,ОД (оперативный дежурный),,Доступные
Мышь,ОД (оперативный дежурный),11.10.2018,,made in china,Noname,,it_865972030255262,location,ОД (оперативный дежурный),,Доступные
Мышь,СколТех Кампус,11.10.2018,,Logitech,Logitech,,it_13976413,location,СколТех Кампус,лаврушин,Доступные
Мышь,ТАРИНА,11.10.2018,,Logitech,Logitech,,it_13976647,location,ТАРИНА,,Доступные
Мышь,ТД ЦВУМ,19.07.2017,,3Cott,3Cott,,it_13976724,location,ТД ЦВУМ,,Доступные
Мышь,ТСЖ 4 солнца,14.02.2018,,Logitech b100,Logitech,,it_13977045,location,ТСЖ 4 солнца,б\у,Доступные
Мышь,ТСЖ 4 солнца,14.02.2018,,Logitech b100,Logitech,,it_13977046,location,ТСЖ 4 солнца,б\у,Доступные
Мышь,ТСЖ 4 солнца,14.02.2018,286.0,Logitech b100,Logitech,,it_13977044,location,ТСЖ 4 солнца,новая,Доступные
Ноутбук,Автокран Аренда ЗАО физика,25.02.2020,20140.0,Dell,Dell,,it_12346126,location,Автокран Аренда ЗАО физика,521921446 без пароля,Доступные
Ноутбук,Агрофирма НИВА,25.02.2019,,Lenovo b50-10,Lenovo,,it_12346368,location,Агрофирма НИВА,ад 151053628,Доступные
Ноутбук,Агрофирма Подмосковный,15.05.2017,,Packard Bell,Packard Bell,,it_10773731,location,Агрофирма Подмосковный,б\у,Доступные
Ноутбук,Агрофирма Подмосковный,16.05.2017,,HP Intel CND7051CHB,HP,,it_12496406,location,Агрофирма Подмосковный,б\у,Доступные
Ноутбук,Агрофирма Подмосковный,27.09.2018,15600.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346642,location,Агрофирма Подмосковный,,Доступные
Ноутбук,Агрофирма Подмосковный,30.01.2020,,Dell,Dell,,it_12346158,location,Агрофирма Подмосковный,,Доступные
Ноутбук,АИЖК Ходынский,19.12.2017,,Lenovo b50-10,Lenovo,,it_11711058,location,АИЖК Ходынский,Б\У,Доступные
Ноутбук,Альфа Грант,16.05.2017,,HP Intel CND7051CHB,HP,,it_12493079,location,Альфа Грант,б\у,Доступные
Ноутбук,Америя Рус,04.09.2018,17990.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346669,location,Америя Рус,"новый
ad 367619187",Доступные
Ноутбук,Артмувер - Мировский ИВ,30.05.2017,,NoName,Noname,,it_12346286,location,Артмувер - Мировский ИВ,б\у,Доступные
Ноутбук,База отдыха Мирный,17.05.2017,,3Q ES1306N,3Q,,it_10773654,location,База отдыха Мирный,"б\у
ad 540359738",Доступные
Ноутбук,Банк Далена,16.05.2017,,3Q ES1306N,3Q,,it_10773994,location,Банк Далена,б\у заменен хард,Доступные
Ноутбук,Берег,16.05.2017,,3Q ES1306N,3Q,,it_10773917,location,Берег,б\у,Доступные
Ноутбук,БЦ Шуховская 14,30.05.2017,,3Q ES1306N,3Q,,it_12551090,location,БЦ Шуховская 14,"б\у
ад 799531697",Доступные
Ноутбук,ГБР 10,17.05.2017,,Dell,Dell,,it_10773843,location,ГБР 10,б\у,Доступные
Ноутбук,ГБР 15,15.05.2017,,Lenovo b50-30,Lenovo,,it_10773879,location,ГБР 15,"б\у
ад",Доступные
Ноутбук,ГБР 5,26.06.2017,,3Q ES1306N,3Q,,it_10773681,location,ГБР 5,б\у,Доступные
Ноутбук,Гипросвязь,11.10.2018,18440.0,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_13977022,location,Гипросвязь,новый,Доступные
Ноутбук,Гостиница Интерметсервис,16.10.2017,,HP Intel CND7051CHB,HP,,it_13976421,location,Гостиница Интерметсервис,"б\у
304908825
sD12 энидемск",Доступные
Ноутбук,Гостиница Москва,15.05.2017,,Packard Bell,Packard Bell,,it_10773726,location,Гостиница Москва,б\у,Доступные
Ноутбук,Гостиница Москва,15.05.2017,,Packard Bell,Packard Bell,,it_10773733,location,Гостиница Москва,б\у,Доступные
Ноутбук,Гостиница Москва,05.02.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977043,location,Гостиница Москва,новый,Доступные
Ноутбук,Гостиница Москва,28.02.2018,23800.0,Dell Inspiron 3567 i3 4gb RAM 500gb,Dell,,it_13977049,location,Гостиница Москва,новый,Доступные
Ноутбук,Гостиница Москва,28.02.2018,23800.0,Dell Inspiron 3567 i3 4gb RAM 500gb,Dell,,it_13977050,location,Гостиница Москва,новый,Доступные
Ноутбук,ГРАНД ФУДС,22.08.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977120,location,ГРАНД ФУДС,"новый
ад 580524157",Доступные
Ноутбук,ГТЭС Дмитровский,25.06.2019,21000.0,Dell Pentium Silver n5000,Dell,,it_12346215,location,ГТЭС Дмитровский,164441832 anydesk sD16,Доступные
Ноутбук,ГТЭС Пушкино,11.10.2018,18600.0,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346460,location,ГТЭС Пушкино,бывший 13977060,Доступные
Ноутбук,ГУП СППМ 739,17.05.2017,,3Q ES1306N,3Q,,it_10773663,location,ГУП СППМ 739,б\у заменил хард,Доступные
Ноутбук,ГУП СППМ Гончарова д.15,30.05.2017,,Lenovo b50-30,Lenovo,,it_11711073,location,ГУП СППМ Гончарова д.15,б\у,Доступные
Ноутбук,ГУП СППМ Куликовская,19.11.2018,,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346488,location,ГУП СППМ Куликовская,"выдали для видеонаблюдения вместо старого
1115007855
ад 486189313",Доступные
Ноутбук,ГУП СППМ Наро-Фоминск,18.12.2018,18000.0,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346451,location,ГУП СППМ Наро-Фоминск,,Доступные
Ноутбук,ГУП СППМ Новгородская,17.12.2018,18000.0,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346454,location,ГУП СППМ Новгородская,,Доступные
Ноутбук,ГУП СППМ Полбина,16.05.2017,,3Q ES1306N,3Q,,it_10773948,location,ГУП СППМ Полбина,б\у,Доступные
Ноутбук,ГУП СППМ Снегири,14.12.2018,,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346459,location,ГУП СППМ Снегири,"1 186 038 310  sD
ад 531194382",Доступные
Ноутбук,ГУП СППМ Чоботовская,16.10.2017,,HP Intel CND7051CHB,HP,,it_12346418,location,ГУП СППМ Чоботовская,"б\у
13976427 бывший",Доступные
Ноутбук,Дача Воротникова,17.05.2017,,3Q ES1306N,3Q,,it_12496519,location,Дача Воротникова,"б\у
ад 537356368 sD16aWhx7",Доступные
Ноутбук,Дача Воротникова 2,16.03.2020,21500.0,Dell amd A9,Dell,,it_12346123,location,Дача Воротникова 2,"ад 349946905
vnc 192.168.10.39",Доступные
Ноутбук,Дача Евстропова,17.05.2017,,HP Intel CND7051CHB,HP,,it_12551227,location,Дача Евстропова,"б\у АМД
поменял инвентарку, тк на том ноутбуке, который отобрали у пропадимова инвентарка не билась.

энидекс
910116479 sD",Доступные
Ноутбук,Дача Лебедева,18.05.2017,,3Q ES1306N,3Q,,it_10773813,location,Дача Лебедева,б\у стерт,Доступные
Ноутбук,Дача Лебедева,24.08.2017,,HP Intel CND7051CHB,HP,,it_13976248,location,Дача Лебедева,"б\у
ад 917373293",Доступные
Ноутбук,Дача Новикова,13.10.2017,,3Q ES1306N,3Q,,it_13976837,location,Дача Новикова,б\у,Доступные
Ноутбук,Дача Тюрина,30.05.2017,,HP Intel CND7051CHB,HP,,it_13976038,location,Дача Тюрина,б\у,Доступные
Ноутбук,Дворянское озеро,04.09.2018,17990.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346666,location,Дворянское озеро,ad 655756890,Доступные
Ноутбук,Дом Металлургов,17.05.2017,,HP Intel CND7051CHB,HP,,it_12551226,location,Дом Металлургов,б\у,Доступные
Ноутбук,Дом Металлургов,19.02.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977048,location,Дом Металлургов,"новый

661265382 ad",Доступные
Ноутбук,Домострой-1,16.05.2017,,3Q ES1306N,3Q,,it_12346303,location,Домострой-1,б\у 10773762 стёрлась инвентарка,Доступные
Ноутбук,ДЦ Муравей,16.05.2017,,3Q ES1306N,3Q,,it_12493627,location,ДЦ Муравей,б\у,Доступные
Ноутбук,Е+К Садовая Плаза,16.05.2017,,3Q ES1306N,3Q,,it_12346325,location,Е+К Садовая Плаза,б\у,Доступные
Ноутбук,Е+К Садовая Плаза,19.03.2020,,Dell amd A9,Dell,,it_12346117,location,Е+К Садовая Плаза,ад 88744365,Доступные
Ноутбук,Евростройинвест,18.05.2017,,3Q ES1306N,3Q,,it_13976947,location,Евростройинвест,б\у стерт,Доступные
Ноутбук,Жигули,16.05.2017,,3Q ES1306N,3Q,,it_10773768,location,Жигули,б\у,Доступные
Ноутбук,ЖК Суббота,18.12.2018,,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346450,location,ЖК Суббота,ад 756204142,Доступные
Ноутбук,Издательский дом АСТ,07.06.2019,,3Q ES1306N,3Q,,it_10773972,location,Издательский дом АСТ,"б\у
ад211987502",Доступные
Ноутбук,Ильмикс Групп ООО,25.06.2019,21000.0,Dell Pentium Silver n5000,Dell,,it_12346214,location,Ильмикс Групп ООО,164441832 anydesk sD16,Доступные
Ноутбук,Имидж.ру,06.03.2019,,NoName,Noname,,it_12346329,location,Имидж.ру,,Доступные
Ноутбук,Индукерн Рус,22.08.2017,,HP Intel CND7051CHB,HP,,it_12551252,location,Индукерн Рус,,Доступные
Ноутбук,Интерек Дорогомиловская,16.05.2017,,3Q ES1306N,3Q,,it_10773792,location,Интерек Дорогомиловская,б\у,Доступные
Ноутбук,Интерек Фрунзенская,08.08.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977123,location,Интерек Фрунзенская,"б\у
ад 366976344",Доступные
Ноутбук,Интерком,15.06.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13976893,location,Интерком,"новый
ad 703686747",Доступные
Ноутбук,Инчкейп 24км Киевского шоссе,08.08.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977117,location,Инчкейп 24км Киевского шоссе,новый,Доступные
Ноутбук,Инчкейп 24км Киевского шоссе,22.08.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977124,location,Инчкейп 24км Киевского шоссе,"новый
ад 969590520",Доступные
Ноутбук,Инчкейп 24км Киевского шоссе,22.08.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977125,location,Инчкейп 24км Киевского шоссе,"новый
у одного из ноутов 1 071 533 760 и sD",Доступные
Ноутбук,Инчкейп 24км Киевского шоссе,17.12.2018,18000.0,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346453,location,Инчкейп 24км Киевского шоссе,499154692 sD16a anydesk,Доступные
Ноутбук,Истра Кантри Клаб,17.05.2017,,3Q ES1306N,3Q,,it_10773717,location,Истра Кантри Клаб,б\у,Доступные
Ноутбук,ИТЭЛМА-БизнесСтрой,04.09.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346677,location,ИТЭЛМА-БизнесСтрой,"Новый
ад 455565742",Доступные
Ноутбук,Капитолий Беляево,17.05.2017,,3Q ES1306N,3Q,,it_12346367,location,Капитолий Беляево,б\у sD 186 923 535,Доступные
Ноутбук,Капитолий Вернадского,27.06.2017,,NoName,Noname,,it_12493073,location,Капитолий Вернадского,б\у,Доступные
Ноутбук,Капитолий Вернадского,09.07.2019,,Asus x751m p3540,Asus,,it_11711642,location,Капитолий Вернадского,"б/у
ad 585020899",Доступные
Ноутбук,Капитолий Орехово-Зуево,04.09.2018,17990.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346667,location,Капитолий Орехово-Зуево,"новый
ад555452050
sD16",Доступные
Ноутбук,Корабельные сосны,18.05.2017,,3Q ES1306N,3Q,,it_13976946,location,Корабельные сосны,б\у стерт,Доступные
Ноутбук,КП Согласие,24.05.2017,,HP Intel CND7051CHB,HP,,it_13976001,location,КП Согласие,б\у,Доступные
Ноутбук,Креди Агриколь Банк,17.05.2017,,HP Intel CND7051CHB,HP,,it_12346390,location,Креди Агриколь Банк,б\у поменяли инвентарки после инвентаризации,Доступные
Ноутбук,КРУНИТ АО,30.05.2017,,HP AMD e1 2gb,HP,,it_12551279,location,КРУНИТ АО,"б\у
заменен хард
ад 304167570",Доступные
Ноутбук,Кунцево Плаза,15.05.2017,,HP Intel CND7051CHB,HP,,it_11711081,location,Кунцево Плаза,"ад 214519254
Любомир Федусив подтвердил наличие на объекте 06,11,2020",Доступные
Ноутбук,Кунцево Плаза,15.05.2017,,HP Intel CND7051CHB,HP,,it_12551244,location,Кунцево Плаза,новый,Доступные
Ноутбук,Кунцево Плаза,23.05.2018,23900.0,Dell Inspiron 3567 i3 4gb RAM 500gb,Dell,,it_13977091,location,Кунцево Плаза,новый,Доступные
Ноутбук,Кунцево Плаза,23.05.2018,23900.0,Dell Inspiron 3567 i3 4gb RAM 500gb,Dell,,it_13977092,location,Кунцево Плаза,"новый
510041662 sD16a",Доступные
Ноутбук,КУШМАН Херсонская,11.10.2018,17590.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346524,location,КУШМАН Херсонская,"пароль  8816031 (исправил)
ад 650459096",Доступные
Ноутбук,КУШМАН ЭНД ВЫЙКФИЛД,01.06.2018,18900.0,Dell inspiron 3552 pentium n3710,Dell,,it_13976886,location,КУШМАН ЭНД ВЫЙКФИЛД,ad - 132132918,Доступные
Ноутбук,КХО Балашиха,22.05.2017,,Lenovo b50-30,Lenovo,,it_12496835,location,КХО Балашиха,б\у (списан с объекта Мол Булак Белорусская),Доступные
Ноутбук,Линде Балашиха,02.02.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977039,location,Линде Балашиха,"новый
tw 566013878
ад 431997857",Доступные
Ноутбук,Линде Раменский,27.02.2019,,3Q ES1306N,3Q,,it_12346363,location,Линде Раменский,"раньше ноутбук был у подлесного, в базе не значился, или была самолично наклеена инвентарка.
ад 382477186",Доступные
Ноутбук,Логистическая компания А,16.05.2017,,Packard Bell,Packard Bell,,it_10773920,location,Логистическая компания А,б\у,Доступные
Ноутбук,МАЗ-Паскер ЛТД,25.12.2019,,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346183,location,МАЗ-Паскер ЛТД,"ad 433743916 | pw sD16aWhx7
ssd 128gb",Доступные
Ноутбук,"Маринс Групп ООО ""Альянс""",16.05.2017,,3Q ES1306N,3Q,,it_10773741,location,"Маринс Групп ООО ""Альянс""","б\у
tw 533669697
12492845 была инвентарка, заменили после инвентаризации",Доступные
Ноутбук,Мегаполис Юг,11.10.2018,17745.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346535,location,Мегаполис Юг,164441832 anydesk sD16a,Доступные
Ноутбук,Мегаполис-Лтд,27.06.2018,,HP Intel CND7051CHB,HP,,it_12551224,location,Мегаполис-Лтд,б\у,Доступные
Ноутбук,Медицинские услуги,25.09.2018,18000.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346646,location,Медицинские услуги,,Доступные
Ноутбук,Меценат клуб,15.05.2018,18900.0,Dell inspiron 3552 pentium n3710,Dell,,it_13977089,location,Меценат клуб,"новый
ад 218185952",Доступные
Ноутбук,Мистраль-ТМ,15.05.2017,,3Q ES1306N,3Q,,it_10773911,location,Мистраль-ТМ,"б\у
anydesk 901 844 475",Доступные
Ноутбук,МКПК,30.05.2017,,NoName,Noname,,it_10773666,location,МКПК,б\у,Доступные
Ноутбук,МКС Варшавка физика,30.10.2018,,Dell inspiron 3552 pentium n3710,Dell,,it_12346503,location,МКС Варшавка физика,ад 684654353,Доступные
Ноутбук,МКС Зацепа,16.10.2018,17500.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346517,location,МКС Зацепа,ад 487864133,Доступные
Ноутбук,МКС Кузнецкий мост физика,10.07.2018,18600.0,Dell inspiron 3552 pentium n3710,Dell,,it_13976907,location,МКС Кузнецкий мост физика,"новый
ад 116678472",Доступные
Ноутбук,МКС Павелецкий,27.06.2017,,3Q ES1306N,3Q,,it_12346417,location,МКС Павелецкий,"б\у
ад 183823751",Доступные
Ноутбук,ММВБ-РТС Воздвиженка,16.05.2017,,3Q ES1306N,3Q,,it_10773965,location,ММВБ-РТС Воздвиженка,"б\у
tw 533348846",Доступные
Ноутбук,ММВБ-РТС Воздвиженка,27.05.2020,,Asus x553 m,Asus,,it_13976977,location,ММВБ-РТС Воздвиженка,"б\у
ад 757391993
hostname poklonka-klinin",Доступные
Ноутбук,ММВБ-РТС Кисловский,15.05.2017,,HP Intel CND7051CHB,HP,,it_13977017,location,ММВБ-РТС Кисловский,"б\у
замена пломбы",Доступные
Ноутбук,ММВБ-РТС Кисловский,17.05.2017,,3Q ES1306N,3Q,,it_12493041,location,ММВБ-РТС Кисловский,anydesk  969463452,Доступные
Ноутбук,Мол булак Наставнический,27.06.2017,,Packard Bell,Packard Bell,,it_10773690,location,Мол булак Наставнический,"Б\У
ад 705711221",Доступные
Ноутбук,Монолит Капитал Строй Московский,06.11.2018,17990.0,Dell inspiron 3552 pentium n3710,Dell,,it_12346500,location,Монолит Капитал Строй Московский,1107868813 тим вьюер sD,Доступные
Ноутбук,Монолит Капитал Строй Хилтон,11.10.2018,18600.0,Dell Inspiron 15 pentium 500gb 4 gb ram,Dell,,it_12346424,location,Монолит Капитал Строй Хилтон,"13977047 бывший с дома булгакова, до этого информация была устаревшая",Доступные
Ноутбук,Москва - Красные Холмы ООО (СВИССОТЕЛЬ),15.05.2017,,HP Intel CND7051CHB,HP,,it_13976054,location,Москва - Красные Холмы ООО (СВИССОТЕЛЬ),б\у,Доступные
Ноутбук,Москва - Красные Холмы ООО (СВИССОТЕЛЬ),05.02.2020,,HP Pentium 2gb hdd320,HP,,it_13976424,location,Москва - Красные Холмы ООО (СВИССОТЕЛЬ),,Доступные
Ноутбук,МОССКОММЕРЦБАНК Чистые пруды,10.07.2018,,HP Intel CND7051CHB,HP,,it_12551222,location,МОССКОММЕРЦБАНК Чистые пруды,б\у,Доступные
